State,Year,Type,Count,Clean
Arizona,2018,Ethanol/Flex (E85),533600,1
Arizona,2018,Compressed Natural Gas (CNG),15500,1
Arizona,2018,Propane,0,1
Arizona,2018,Hydrogen,0,1
Arizona,2018,Methanol,0,1
Arizona,2018,Gasoline,5061900,0
Arizona,2018,Diesel,196300,0
Arizona,2018,Unknown Fuel,103700,0
Arkansas,2018,Electric (EV),600,1
Arkansas,2018,Plug-In Hybrid Electric (PHEV),800,1
Arkansas,2018,Hybrid Electric (HEV),20300,1
Arkansas,2018,Biodiesel,0,1
Arkansas,2018,Ethanol/Flex (E85),370600,1
Arkansas,2018,Compressed Natural Gas (CNG),9200,1
Arkansas,2018,Propane,0,1
Arkansas,2018,Hydrogen,0,1
Arkansas,2018,Methanol,0,1
Arkansas,2018,Gasoline,2070200,0
Arkansas,2018,Diesel,101700,0
Arkansas,2018,Unknown Fuel,18100,0
California,2018,Electric (EV),273500,1
California,2018,Plug-In Hybrid Electric (PHEV),215000,1
California,2018,Hybrid Electric (HEV),1085300,1
California,2018,Biodiesel,0,1
California,2018,Ethanol/Flex (E85),1615200,1
California,2018,Compressed Natural Gas (CNG),77700,1
California,2018,Propane,0,1
California,2018,Hydrogen,9400,1
California,2018,Methanol,300,1
California,2018,Gasoline,28646700,0
California,2018,Diesel,761600,0
California,2018,Unknown Fuel,129800,0
Colorado,2018,Electric (EV),12500,1
Colorado,2018,Plug-In Hybrid Electric (PHEV),7400,1
Colorado,2018,Hybrid Electric (HEV),84700,1
Colorado,2018,Biodiesel,0,1
Colorado,2018,Ethanol/Flex (E85),420500,1
Colorado,2018,Compressed Natural Gas (CNG),13500,1
Colorado,2018,Propane,0,1
Colorado,2018,Hydrogen,0,1
Colorado,2018,Methanol,0,1
Colorado,2018,Gasoline,4278900,0
Colorado,2018,Diesel,236200,0
Colorado,2018,Unknown Fuel,78200,0
Connecticut,2018,Electric (EV),5000,1
Connecticut,2018,Plug-In Hybrid Electric (PHEV),5200,1
Connecticut,2018,Hybrid Electric (HEV),45100,1
Connecticut,2018,Biodiesel,0,1
Connecticut,2018,Ethanol/Flex (E85),188100,1
Connecticut,2018,Compressed Natural Gas (CNG),2500,1
Connecticut,2018,Propane,0,1
Connecticut,2018,Hydrogen,0,1
Connecticut,2018,Methanol,0,1
Connecticut,2018,Gasoline,2643300,0
Connecticut,2018,Diesel,54000,0
Connecticut,2018,Unknown Fuel,28200,0
Delaware,2018,Electric (EV),800,1
Delaware,2018,Plug-In Hybrid Electric (PHEV),1200,1
Delaware,2018,Hybrid Electric (HEV),12300,1
Delaware,2018,Biodiesel,0,1
Delaware,2018,Ethanol/Flex (E85),80700,1
Delaware,2018,Compressed Natural Gas (CNG),1200,1
Delaware,2018,Propane,0,1
Delaware,2018,Hydrogen,0,1
Delaware,2018,Methanol,0,1
Delaware,2018,Gasoline,758500,0
Delaware,2018,Diesel,17000,0
Delaware,2018,Unknown Fuel,6900,0
District of Columbia,2018,Electric (EV),1100,1
District of Columbia,2018,Plug-In Hybrid Electric (PHEV),1000,1
District of Columbia,2018,Hybrid Electric (HEV),13900,1
District of Columbia,2018,Biodiesel,0,1
District of Columbia,2018,Ethanol/Flex (E85),23500,1
District of Columbia,2018,Compressed Natural Gas (CNG),200,1
District of Columbia,2018,Propane,0,1
District of Columbia,2018,Hydrogen,0,1
District of Columbia,2018,Methanol,0,1
District of Columbia,2018,Gasoline,291000,0
District of Columbia,2018,Diesel,2600,0
District of Columbia,2018,Unknown Fuel,1100,0
Florida,2018,Electric (EV),27400,1
Florida,2018,Plug-In Hybrid Electric (PHEV),17400,1
Florida,2018,Hybrid Electric (HEV),226900,1
Florida,2018,Biodiesel,0,1
Florida,2018,Ethanol/Flex (E85),1423900,1
Florida,2018,Compressed Natural Gas (CNG),15500,1
Florida,2018,Propane,0,1
Florida,2018,Hydrogen,0,1
Florida,2018,Methanol,0,1
Florida,2018,Gasoline,14541500,0
Florida,2018,Diesel,386500,0
Florida,2018,Unknown Fuel,135600,0
Georgia,2018,Electric (EV),15900,1
Georgia,2018,Plug-In Hybrid Electric (PHEV),7000,1
Georgia,2018,Hybrid Electric (HEV),97100,1
Georgia,2018,Biodiesel,0,1
Georgia,2018,Ethanol/Flex (E85),852500,1
Georgia,2018,Compressed Natural Gas (CNG),23400,1
Georgia,2018,Propane,0,1
Georgia,2018,Hydrogen,0,1
Georgia,2018,Methanol,0,1
Georgia,2018,Gasoline,7500000,0
Georgia,2018,Diesel,230100,0
Georgia,2018,Unknown Fuel,104100,0
Hawaii,2018,Electric (EV),6600,1
Hawaii,2018,Plug-In Hybrid Electric (PHEV),2400,1
Hawaii,2018,Hybrid Electric (HEV),24800,1
Hawaii,2018,Biodiesel,0,1
Hawaii,2018,Ethanol/Flex (E85),52100,1
Hawaii,2018,Compressed Natural Gas (CNG),1100,1
Hawaii,2018,Propane,0,1
Hawaii,2018,Hydrogen,0,1
Hawaii,2018,Methanol,0,1
Hawaii,2018,Gasoline,969000,0
Hawaii,2018,Diesel,17800,0
Hawaii,2018,Unknown Fuel,6900,0
Idaho,2018,Electric (EV),1100,1
Idaho,2018,Plug-In Hybrid Electric (PHEV),1100,1
Idaho,2018,Hybrid Electric (HEV),19600,1
Idaho,2018,Biodiesel,0,1
Idaho,2018,Ethanol/Flex (E85),136900,1
Idaho,2018,Compressed Natural Gas (CNG),11200,1
Idaho,2018,Propane,0,1
Idaho,2018,Hydrogen,0,1
Idaho,2018,Methanol,0,1
Idaho,2018,Gasoline,1426000,0
Idaho,2018,Diesel,138400,0
Idaho,2018,Unknown Fuel,26300,0
Illinois,2018,Electric (EV),13600,1
Illinois,2018,Plug-In Hybrid Electric (PHEV),9900,1
Illinois,2018,Hybrid Electric (HEV),163800,1
Illinois,2018,Biodiesel,0,1
Illinois,2018,Ethanol/Flex (E85),1110700,1
Illinois,2018,Compressed Natural Gas (CNG),14800,1
Illinois,2018,Propane,0,1
Illinois,2018,Hydrogen,0,1
Illinois,2018,Methanol,0,1
Illinois,2018,Gasoline,8631200,0
Illinois,2018,Diesel,200800,0
Illinois,2018,Unknown Fuel,89600,0
Indiana,2018,Electric (EV),3400,1
Indiana,2018,Plug-In Hybrid Electric (PHEV),4100,1
Indiana,2018,Hybrid Electric (HEV),64000,1
Indiana,2018,Biodiesel,0,1
Indiana,2018,Ethanol/Flex (E85),698200,1
Indiana,2018,Compressed Natural Gas (CNG),16100,1
Indiana,2018,Propane,0,1
Indiana,2018,Hydrogen,0,1
Indiana,2018,Methanol,0,1
Indiana,2018,Gasoline,4881200,0
Indiana,2018,Diesel,168300,0
Indiana,2018,Unknown Fuel,73400,0
Iowa,2018,Electric (EV),1100,1
Iowa,2018,Plug-In Hybrid Electric (PHEV),2000,1
Iowa,2018,Hybrid Electric (HEV),30700,1
Iowa,2018,Biodiesel,0,1
Iowa,2018,Ethanol/Flex (E85),430600,1
Iowa,2018,Compressed Natural Gas (CNG),11200,1
Iowa,2018,Propane,0,1
Iowa,2018,Hydrogen,0,1
Iowa,2018,Methanol,0,1
Iowa,2018,Gasoline,2397500,0
Iowa,2018,Diesel,115300,0
Iowa,2018,Unknown Fuel,72800,0
Kansas,2018,Electric (EV),1700,1
Kansas,2018,Plug-In Hybrid Electric (PHEV),1800,1
Kansas,2018,Hybrid Electric (HEV),29600,1
Kansas,2018,Biodiesel,0,1
Kansas,2018,Ethanol/Flex (E85),295700,1
Kansas,2018,Compressed Natural Gas (CNG),12100,1
Kansas,2018,Propane,0,1
Kansas,2018,Hydrogen,0,1
Kansas,2018,Methanol,0,1
Kansas,2018,Gasoline,2087000,0
Kansas,2018,Diesel,94500,0
Kansas,2018,Unknown Fuel,32400,0
Kentucky,2018,Electric (EV),1200,1
Kentucky,2018,Plug-In Hybrid Electric (PHEV),1500,1
Kentucky,2018,Hybrid Electric (HEV),35800,1
Kentucky,2018,Biodiesel,0,1
Kentucky,2018,Ethanol/Flex (E85),414300,1
Kentucky,2018,Compressed Natural Gas (CNG),13200,1
Kentucky,2018,Propane,0,1
Kentucky,2018,Hydrogen,0,1
Kentucky,2018,Methanol,0,1
Kentucky,2018,Gasoline,3308700,0
Kentucky,2018,Diesel,123600,0
Kentucky,2018,Unknown Fuel,41100,0
Louisiana,2018,Electric (EV),900,1
Louisiana,2018,Plug-In Hybrid Electric (PHEV),900,1
Louisiana,2018,Hybrid Electric (HEV),19000,1
Louisiana,2018,Biodiesel,0,1
Louisiana,2018,Ethanol/Flex (E85),539200,1
Louisiana,2018,Compressed Natural Gas (CNG),9500,1
Louisiana,2018,Propane,0,1
Louisiana,2018,Hydrogen,0,1
Louisiana,2018,Methanol,0,1
Louisiana,2018,Gasoline,3034700,0
Louisiana,2018,Diesel,158400,0
Louisiana,2018,Unknown Fuel,32200,0
Maine,2018,Electric (EV),800,1
Maine,2018,Plug-In Hybrid Electric (PHEV),1800,1
Maine,2018,Hybrid Electric (HEV),19600,1
Maine,2018,Biodiesel,0,1
Maine,2018,Ethanol/Flex (E85),132700,1
Maine,2018,Compressed Natural Gas (CNG),1400,1
Maine,2018,Propane,0,1
Maine,2018,Hydrogen,0,1
Maine,2018,Methanol,0,1
Maine,2018,Gasoline,1006500,0
Maine,2018,Diesel,31100,0
Maine,2018,Unknown Fuel,11700,0
Maryland,2018,Electric (EV),8400,1
Maryland,2018,Plug-In Hybrid Electric (PHEV),8400,1
Maryland,2018,Hybrid Electric (HEV),95300,1
Maryland,2018,Biodiesel,0,1
Maryland,2018,Ethanol/Flex (E85),389100,1
Maryland,2018,Compressed Natural Gas (CNG),4900,1
Maryland,2018,Propane,0,1
Maryland,2018,Hydrogen,0,1
Maryland,2018,Methanol,0,1
Maryland,2018,Gasoline,4075000,0
Maryland,2018,Diesel,104600,0
Maryland,2018,Unknown Fuel,40700,0
Massachusetts,2018,Electric (EV),10300,1
Massachusetts,2018,Plug-In Hybrid Electric (PHEV),11600,1
Massachusetts,2018,Hybrid Electric (HEV),107000,1
Massachusetts,2018,Biodiesel,0,1
Massachusetts,2018,Ethanol/Flex (E85),387200,1
Massachusetts,2018,Compressed Natural Gas (CNG),2600,1
Massachusetts,2018,Propane,0,1
Massachusetts,2018,Hydrogen,0,1
Massachusetts,2018,Methanol,0,1
Massachusetts,2018,Gasoline,4667700,0
Massachusetts,2018,Diesel,74200,0
Massachusetts,2018,Unknown Fuel,37500,0
Michigan,2018,Electric (EV),4200,1
Michigan,2018,Plug-In Hybrid Electric (PHEV),12300,1
Michigan,2018,Hybrid Electric (HEV),79000,1
Michigan,2018,Biodiesel,0,1
Michigan,2018,Ethanol/Flex (E85),1351800,1
Michigan,2018,Compressed Natural Gas (CNG),15300,1
Michigan,2018,Propane,0,1
Michigan,2018,Hydrogen,0,1
Michigan,2018,Methanol,0,1
Michigan,2018,Gasoline,6879900,0
Michigan,2018,Diesel,285300,0
Michigan,2018,Unknown Fuel,70300,0
Minnesota,2018,Electric (EV),4900,1
Minnesota,2018,Plug-In Hybrid Electric (PHEV),4800,1
Minnesota,2018,Hybrid Electric (HEV),71000,1
Minnesota,2018,Biodiesel,0,1
Minnesota,2018,Ethanol/Flex (E85),660700,1
Minnesota,2018,Compressed Natural Gas (CNG),10700,1
Minnesota,2018,Propane,0,1
Minnesota,2018,Hydrogen,0,1
Minnesota,2018,Methanol,0,1
Minnesota,2018,Gasoline,4078700,0
Minnesota,2018,Diesel,138800,0
Minnesota,2018,Unknown Fuel,42600,0
Mississippi,2018,Electric (EV),300,1
Mississippi,2018,Plug-In Hybrid Electric (PHEV),500,1
Mississippi,2018,Hybrid Electric (HEV),13600,1
Mississippi,2018,Biodiesel,0,1
Mississippi,2018,Ethanol/Flex (E85),342300,1
Mississippi,2018,Compressed Natural Gas (CNG),6300,1
Mississippi,2018,Propane,0,1
Mississippi,2018,Hydrogen,0,1
Mississippi,2018,Methanol,0,1
Mississippi,2018,Gasoline,2125900,0
Mississippi,2018,Diesel,89700,0
Mississippi,2018,Unknown Fuel,15000,0
Missouri,2018,Electric (EV),3500,1
Missouri,2018,Plug-In Hybrid Electric (PHEV),4200,1
Missouri,2018,Hybrid Electric (HEV),98600,1
Missouri,2018,Biodiesel,0,1
Missouri,2018,Ethanol/Flex (E85),744500,1
Missouri,2018,Compressed Natural Gas (CNG),17800,1
Missouri,2018,Propane,0,1
Missouri,2018,Hydrogen,0,1
Missouri,2018,Methanol,0,1
Missouri,2018,Gasoline,4638300,0
Missouri,2018,Diesel,212900,0
Missouri,2018,Unknown Fuel,60600,0
Montana,2018,Electric (EV),500,1
Montana,2018,Plug-In Hybrid Electric (PHEV),400,1
Montana,2018,Hybrid Electric (HEV),10000,1
Montana,2018,Biodiesel,0,1
Montana,2018,Ethanol/Flex (E85),123700,1
Montana,2018,Compressed Natural Gas (CNG),4400,1
Montana,2018,Propane,0,1
Montana,2018,Hydrogen,0,1
Montana,2018,Methanol,0,1
Montana,2018,Gasoline,729000,0
Montana,2018,Diesel,89600,0
Montana,2018,Unknown Fuel,18400,0
Nebraska,2018,Electric (EV),900,1
Nebraska,2018,Plug-In Hybrid Electric (PHEV),1000,1
Nebraska,2018,Hybrid Electric (HEV),16800,1
Nebraska,2018,Biodiesel,0,1
Nebraska,2018,Ethanol/Flex (E85),246300,1
Nebraska,2018,Compressed Natural Gas (CNG),8400,1
Nebraska,2018,Propane,0,1
Nebraska,2018,Hydrogen,0,1
Nebraska,2018,Methanol,0,1
Nebraska,2018,Gasoline,1474400,0
Nebraska,2018,Diesel,84200,0
Nebraska,2018,Unknown Fuel,34000,0
Nevada,2018,Electric (EV),5100,1
Nevada,2018,Plug-In Hybrid Electric (PHEV),2900,1
Nevada,2018,Hybrid Electric (HEV),37300,1
Nevada,2018,Biodiesel,0,1
Nevada,2018,Ethanol/Flex (E85),171800,1
Nevada,2018,Compressed Natural Gas (CNG),6200,1
Nevada,2018,Propane,0,1
Nevada,2018,Hydrogen,0,1
Nevada,2018,Methanol,0,1
Nevada,2018,Gasoline,2005700,0
Nevada,2018,Diesel,90600,0
Nevada,2018,Unknown Fuel,32800,0
New Hampshire,2018,Electric (EV),1200,1
New Hampshire,2018,Plug-In Hybrid Electric (PHEV),2000,1
New Hampshire,2018,Hybrid Electric (HEV),20700,1
New Hampshire,2018,Biodiesel,0,1
New Hampshire,2018,Ethanol/Flex (E85),124700,1
New Hampshire,2018,Compressed Natural Gas (CNG),1400,1
New Hampshire,2018,Propane,0,1
New Hampshire,2018,Hydrogen,0,1
New Hampshire,2018,Methanol,0,1
New Hampshire,2018,Gasoline,1145600,0
New Hampshire,2018,Diesel,33600,0
New Hampshire,2018,Unknown Fuel,15800,0
New Jersey,2018,Electric (EV),13400,1
New Jersey,2018,Plug-In Hybrid Electric (PHEV),10800,1
New Jersey,2018,Hybrid Electric (HEV),89200,1
New Jersey,2018,Biodiesel,0,1
New Jersey,2018,Ethanol/Flex (E85),540100,1
New Jersey,2018,Compressed Natural Gas (CNG),3800,1
New Jersey,2018,Propane,0,1
New Jersey,2018,Hydrogen,0,1
New Jersey,2018,Methanol,0,1
New Jersey,2018,Gasoline,6333400,0
New Jersey,2018,Diesel,109700,0
New Jersey,2018,Unknown Fuel,50700,0
New Mexico,2018,Electric (EV),1300,1
New Mexico,2018,Plug-In Hybrid Electric (PHEV),1300,1
New Mexico,2018,Hybrid Electric (HEV),25000,1
New Mexico,2018,Biodiesel,0,1
New Mexico,2018,Ethanol/Flex (E85),183700,1
New Mexico,2018,Compressed Natural Gas (CNG),6900,1
New Mexico,2018,Propane,0,1
New Mexico,2018,Hydrogen,0,1
New Mexico,2018,Methanol,0,1
New Mexico,2018,Gasoline,1478700,0
New Mexico,2018,Diesel,100000,0
New Mexico,2018,Unknown Fuel,33500,0
New York,2018,Electric (EV),15500,1
New York,2018,Plug-In Hybrid Electric (PHEV),24300,1
New York,2018,Hybrid Electric (HEV),173200,1
New York,2018,Biodiesel,0,1
New York,2018,Ethanol/Flex (E85),1003900,1
New York,2018,Compressed Natural Gas (CNG),7800,1
New York,2018,Propane,0,1
New York,2018,Hydrogen,0,1
New York,2018,Methanol,0,1
New York,2018,Gasoline,9967300,0
New York,2018,Diesel,184600,0
New York,2018,Unknown Fuel,107000,0
North Carolina,2018,Electric (EV),7300,1
North Carolina,2018,Plug-In Hybrid Electric (PHEV),6500,1
North Carolina,2018,Hybrid Electric (HEV),119400,1
North Carolina,2018,Biodiesel,0,1
North Carolina,2018,Ethanol/Flex (E85),791100,1
North Carolina,2018,Compressed Natural Gas (CNG),22300,1
North Carolina,2018,Propane,0,1
North Carolina,2018,Hydrogen,0,1
North Carolina,2018,Methanol,0,1
North Carolina,2018,Gasoline,7205800,0
North Carolina,2018,Diesel,229300,0
North Carolina,2018,Unknown Fuel,99200,0
North Dakota,2018,Electric (EV),100,1
North Dakota,2018,Plug-In Hybrid Electric (PHEV),200,1
North Dakota,2018,Hybrid Electric (HEV),3700,1
North Dakota,2018,Biodiesel,0,1
North Dakota,2018,Ethanol/Flex (E85),133300,1
North Dakota,2018,Compressed Natural Gas (CNG),4300,1
North Dakota,2018,Propane,0,1
North Dakota,2018,Hydrogen,0,1
North Dakota,2018,Methanol,0,1
North Dakota,2018,Gasoline,560300,0
North Dakota,2018,Diesel,54700,0
North Dakota,2018,Unknown Fuel,15900,0
Ohio,2018,Electric (EV),6400,1
Ohio,2018,Plug-In Hybrid Electric (PHEV),7200,1
Ohio,2018,Hybrid Electric (HEV),104900,1
Ohio,2018,Biodiesel,0,1
Ohio,2018,Ethanol/Flex (E85),1075400,1
Ohio,2018,Compressed Natural Gas (CNG),17600,1
Ohio,2018,Propane,0,1
Ohio,2018,Hydrogen,0,1
Ohio,2018,Methanol,0,1
Ohio,2018,Gasoline,8725900,0
Ohio,2018,Diesel,220800,0
Ohio,2018,Unknown Fuel,96000,0
Oklahoma,2018,Electric (EV),3700,1
Oklahoma,2018,Plug-In Hybrid Electric (PHEV),1300,1
Oklahoma,2018,Hybrid Electric (HEV),27800,1
Oklahoma,2018,Biodiesel,0,1
Oklahoma,2018,Ethanol/Flex (E85),629100,1
Oklahoma,2018,Compressed Natural Gas (CNG),17100,1
Oklahoma,2018,Propane,0,1
Oklahoma,2018,Hydrogen,0,1
Oklahoma,2018,Methanol,0,1
Oklahoma,2018,Gasoline,3204200,0
Oklahoma,2018,Diesel,178300,0
Oklahoma,2018,Unknown Fuel,64500,0
Oregon,2018,Electric (EV),13800,1
Oregon,2018,Plug-In Hybrid Electric (PHEV),8400,1
Oregon,2018,Hybrid Electric (HEV),96300,1
Oregon,2018,Biodiesel,0,1
Oregon,2018,Ethanol/Flex (E85),210600,1
Oregon,2018,Compressed Natural Gas (CNG),13500,1
Oregon,2018,Propane,0,1
Oregon,2018,Hydrogen,0,1
Oregon,2018,Methanol,0,1
Oregon,2018,Gasoline,3177400,0
Oregon,2018,Diesel,238000,0
Oregon,2018,Unknown Fuel,85700,0
Pennsylvania,2018,Electric (EV),8000,1
Pennsylvania,2018,Plug-In Hybrid Electric (PHEV),9500,1
Pennsylvania,2018,Hybrid Electric (HEV),114800,1
Pennsylvania,2018,Biodiesel,0,1
Pennsylvania,2018,Ethanol/Flex (E85),893300,1
Pennsylvania,2018,Compressed Natural Gas (CNG),11900,1
Pennsylvania,2018,Propane,0,1
Pennsylvania,2018,Hydrogen,0,1
Pennsylvania,2018,Methanol,0,1
Pennsylvania,2018,Gasoline,8661000,0
Pennsylvania,2018,Diesel,227000,0
Pennsylvania,2018,Unknown Fuel,77500,0
Rhode Island,2018,Electric (EV),700,1
Rhode Island,2018,Plug-In Hybrid Electric (PHEV),1200,1
Rhode Island,2018,Hybrid Electric (HEV),12400,1
Rhode Island,2018,Biodiesel,0,1
Rhode Island,2018,Ethanol/Flex (E85),55500,1
Rhode Island,2018,Compressed Natural Gas (CNG),600,1
Rhode Island,2018,Propane,0,1
Rhode Island,2018,Hydrogen,0,1
Rhode Island,2018,Methanol,0,1
Rhode Island,2018,Gasoline,792000,0
Rhode Island,2018,Diesel,13200,0
Rhode Island,2018,Unknown Fuel,7800,0
South Carolina,2018,Electric (EV),2000,1
South Carolina,2018,Plug-In Hybrid Electric (PHEV),2200,1
South Carolina,2018,Hybrid Electric (HEV),43800,1
South Carolina,2018,Biodiesel,0,1
South Carolina,2018,Ethanol/Flex (E85),462200,1
South Carolina,2018,Compressed Natural Gas (CNG),14100,1
South Carolina,2018,Propane,0,1
South Carolina,2018,Hydrogen,0,1
South Carolina,2018,Methanol,0,1
South Carolina,2018,Gasoline,3906000,0
South Carolina,2018,Diesel,112500,0
South Carolina,2018,Unknown Fuel,61700,0
South Dakota,2018,Electric (EV),200,1
South Dakota,2018,Plug-In Hybrid Electric (PHEV),300,1
South Dakota,2018,Hybrid Electric (HEV),6300,1
South Dakota,2018,Biodiesel,0,1
South Dakota,2018,Ethanol/Flex (E85),135300,1
South Dakota,2018,Compressed Natural Gas (CNG),5000,1
South Dakota,2018,Propane,0,1
South Dakota,2018,Hydrogen,0,1
South Dakota,2018,Methanol,0,1
South Dakota,2018,Gasoline,689100,0
South Dakota,2018,Diesel,62000,0
South Dakota,2018,Unknown Fuel,21600,0
Tennessee,2018,Electric (EV),3900,1
Tennessee,2018,Plug-In Hybrid Electric (PHEV),2900,1
Tennessee,2018,Hybrid Electric (HEV),59200,1
Tennessee,2018,Biodiesel,0,1
Tennessee,2018,Ethanol/Flex (E85),567600,1
Tennessee,2018,Compressed Natural Gas (CNG),19100,1
Tennessee,2018,Propane,0,1
Tennessee,2018,Hydrogen,0,1
Tennessee,2018,Methanol,0,1
Tennessee,2018,Gasoline,5059400,0
Tennessee,2018,Diesel,164100,0
Tennessee,2018,Unknown Fuel,55600,0
Texas,2018,Electric (EV),24500,1
Texas,2018,Plug-In Hybrid Electric (PHEV),14700,1
Texas,2018,Hybrid Electric (HEV),227700,1
Texas,2018,Biodiesel,0,1
Texas,2018,Ethanol/Flex (E85),3005900,1
Texas,2018,Compressed Natural Gas (CNG),51300,1
Texas,2018,Propane,0,1
Texas,2018,Hydrogen,0,1
Texas,2018,Methanol,0,1
Texas,2018,Gasoline,18453800,0
Texas,2018,Diesel,1019300,0
Texas,2018,Unknown Fuel,175300,0
Utah,2018,Electric (EV),5600,1
Utah,2018,Plug-In Hybrid Electric (PHEV),3400,1
Utah,2018,Hybrid Electric (HEV),40900,1
Utah,2018,Biodiesel,0,1
Utah,2018,Ethanol/Flex (E85),214100,1
Utah,2018,Compressed Natural Gas (CNG),9700,1
Utah,2018,Propane,0,1
Utah,2018,Hydrogen,0,1
Utah,2018,Methanol,0,1
Utah,2018,Gasoline,2221100,0
Utah,2018,Diesel,173700,0
Utah,2018,Unknown Fuel,36600,0
Vermont,2018,Electric (EV),1100,1
Vermont,2018,Plug-In Hybrid Electric (PHEV),2000,1
Vermont,2018,Hybrid Electric (HEV),12600,1
Vermont,2018,Biodiesel,0,1
Vermont,2018,Ethanol/Flex (E85),57500,1
Vermont,2018,Compressed Natural Gas (CNG),600,1
Vermont,2018,Propane,0,1
Vermont,2018,Hydrogen,0,1
Vermont,2018,Methanol,0,1
Vermont,2018,Gasoline,513600,0
Vermont,2018,Diesel,19100,0
Vermont,2018,Unknown Fuel,7700,0
Virginia,2018,Electric (EV),9900,1
Virginia,2018,Plug-In Hybrid Electric (PHEV),8100,1
Virginia,2018,Hybrid Electric (HEV),141300,1
Virginia,2018,Biodiesel,0,1
Virginia,2018,Ethanol/Flex (E85),569100,1
Virginia,2018,Compressed Natural Gas (CNG),15100,1
Virginia,2018,Propane,0,1
Virginia,2018,Hydrogen,0,1
Virginia,2018,Methanol,0,1
Virginia,2018,Gasoline,6721800,0
Virginia,2018,Diesel,173400,0
Virginia,2018,Unknown Fuel,55800,0
Washington,2018,Electric (EV),30200,1
Washington,2018,Plug-In Hybrid Electric (PHEV),13700,1
Washington,2018,Hybrid Electric (HEV),177800,1
Washington,2018,Biodiesel,0,1
Washington,2018,Ethanol/Flex (E85),387400,1
Washington,2018,Compressed Natural Gas (CNG),21400,1
Washington,2018,Propane,0,1
Washington,2018,Hydrogen,0,1
Washington,2018,Methanol,0,1
Washington,2018,Gasoline,5608000,0
Washington,2018,Diesel,295400,0
Washington,2018,Unknown Fuel,110600,0
West Virginia,2018,Electric (EV),200,1
West Virginia,2018,Plug-In Hybrid Electric (PHEV),500,1
West Virginia,2018,Hybrid Electric (HEV),10100,1
West Virginia,2018,Biodiesel,0,1
West Virginia,2018,Ethanol/Flex (E85),172900,1
West Virginia,2018,Compressed Natural Gas (CNG),3500,1
West Virginia,2018,Propane,0,1
West Virginia,2018,Hydrogen,0,1
West Virginia,2018,Methanol,0,1
West Virginia,2018,Gasoline,1256800,0
West Virginia,2018,Diesel,54700,0
West Virginia,2018,Unknown Fuel,16500,0
Wisconsin,2018,Electric (EV),3700,1
Wisconsin,2018,Plug-In Hybrid Electric (PHEV),4500,1
Wisconsin,2018,Hybrid Electric (HEV),70900,1
Wisconsin,2018,Biodiesel,0,1
Wisconsin,2018,Ethanol/Flex (E85),696300,1
Wisconsin,2018,Compressed Natural Gas (CNG),11400,1
Wisconsin,2018,Propane,0,1
Wisconsin,2018,Hydrogen,0,1
Wisconsin,2018,Methanol,0,1
Wisconsin,2018,Gasoline,4515800,0
Wisconsin,2018,Diesel,162500,0
Wisconsin,2018,Unknown Fuel,47100,0
Wyoming,2018,Electric (EV),200,1
Wyoming,2018,Plug-In Hybrid Electric (PHEV),200,1
Wyoming,2018,Hybrid Electric (HEV),4100,1
Wyoming,2018,Biodiesel,0,1
Wyoming,2018,Ethanol/Flex (E85),71500,1
Wyoming,2018,Compressed Natural Gas (CNG),4200,1
Wyoming,2018,Propane,0,1
Wyoming,2018,Hydrogen,0,1
Wyoming,2018,Methanol,0,1
Wyoming,2018,Gasoline,450100,0
Wyoming,2018,Diesel,72900,0
Wyoming,2018,Unknown Fuel,20400,0
Alabama,2019,Electric (EV),2000,1
Alabama,2019,Plug-In Hybrid Electric (PHEV),1800,1
Alabama,2019,Hybrid Electric (HEV),33700,1
Alabama,2019,Biodiesel,0,1
Alabama,2019,Ethanol/Flex (E85),543900,1
Alabama,2019,Compressed Natural Gas (CNG),15900,1
Alabama,2019,Propane,0,1
Alabama,2019,Hydrogen,0,1
Alabama,2019,Methanol,0,1
Alabama,2019,Gasoline,3806700,0
Alabama,2019,Diesel,144900,0
Alabama,2019,Unknown Fuel,44300,0
Alaska,2019,Electric (EV),700,1
Alaska,2019,Plug-In Hybrid Electric (PHEV),400,1
Alaska,2019,Hybrid Electric (HEV),5800,1
Alaska,2019,Biodiesel,0,1
Alaska,2019,Ethanol/Flex (E85),64000,1
Alaska,2019,Compressed Natural Gas (CNG),3200,1
Alaska,2019,Propane,0,1
Alaska,2019,Hydrogen,0,1
Alaska,2019,Methanol,0,1
Alaska,2019,Gasoline,473700,0
Alaska,2019,Diesel,40100,0
Alaska,2019,Unknown Fuel,14600,0
Arizona,2019,Electric (EV),19500,1
Arizona,2019,Plug-In Hybrid Electric (PHEV),9600,1
Arizona,2019,Hybrid Electric (HEV),108100,1
Arizona,2019,Biodiesel,0,1
Arizona,2019,Ethanol/Flex (E85),571500,1
Arizona,2019,Compressed Natural Gas (CNG),14300,1
Arizona,2019,Propane,0,1
Arizona,2019,Hydrogen,0,1
Arizona,2019,Methanol,0,1
Arizona,2019,Gasoline,5186900,0
Arizona,2019,Diesel,208800,0
Arizona,2019,Unknown Fuel,99000,0
Arkansas,2019,Electric (EV),900,1
Arkansas,2019,Plug-In Hybrid Electric (PHEV),1000,1
Arkansas,2019,Hybrid Electric (HEV),21100,1
Arkansas,2019,Biodiesel,0,1
Arkansas,2019,Ethanol/Flex (E85),383000,1
Arkansas,2019,Compressed Natural Gas (CNG),8000,1
Arkansas,2019,Propane,0,1
